Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
10.0,52.0,2012-01-27,53.59,,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,54.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,Monday is sunny,7.545,False,B,126512.0
10.0,55.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,,B,126512.0
10.0,56.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,,7.545,507,B,126512.0
10.0,58.0,2012-01-27,53.59,,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,59.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,Monday is sunny,7.545,False,B,126512.0
10.0,60.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,67.0,2012-01-27,53.59,,3242.59,1646.86,,45.8,1691.83,Monday is sunny,7.545,507,B,126512.0
10.0,71.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,72.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,74.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,507,B,126512.0
10.0,79.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,507, ,126512.0
10.0,80.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False, ,126512.0
10.0,81.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,82.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,-76.0
10.0,83.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,-76.0
10.0,85.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False, ,126512.0
10.0,87.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,90.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,91.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,92.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,93.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,94.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,95.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,96.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,
10.0,97.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,98.0,2012-01-27,53.59,3.675,3242.59,1646.86,,45.8,1691.83,130.3144516,7.545,False,B,126512.0
10.0,1.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,-76.0
10.0,2.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,3.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,4.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,5.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,6.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,7.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,8.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,10.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,11.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,507,B,126512.0
10.0,12.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,-76.0
10.0,13.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,14.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,16.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,507,B,-76.0
10.0,17.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,18.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,19.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,20.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,21.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,22.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,23.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,24.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,126512.0
10.0,25.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,-76.0
10.0,26.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,126512.0
10.0,27.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,28.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,29.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,30.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,31.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,32.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,33.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,34.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,35.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,36.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,37.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,38.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,126512.0
10.0,40.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,41.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,,130.3496774,7.545,False,B,126512.0
10.0,42.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,44.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,-76.0
10.0,46.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,-76.0
10.0,48.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,49.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,50.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,52.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,54.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,126512.0
10.0,55.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,-76.0
10.0,56.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,58.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,59.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,60.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,67.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,71.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,72.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,74.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,79.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False, ,126512.0
10.0,80.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
,81.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,82.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,83.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,85.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,87.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,90.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,126512.0
10.0,91.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,92.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,-76.0
10.0,93.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,94.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,95.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,-76.0
10.0,96.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,97.0,2012-02-03,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,Monday is sunny,7.545,False,B,-76.0
10.0,98.0,2012-02-03,56.85,3.543,42468.4,,,33345.34,5609.77,130.3496774,7.545,False,B,126512.0
10.0,1.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,2.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True, ,126512.0
10.0,3.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,4.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,5.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,,126512.0
10.0,6.0,2012-02-10,55.73,3.722,8414.22,861.38,,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,7.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,8.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,9.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True, ,126512.0
10.0,10.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,11.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,12.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,13.0,2012-02-10,55.73,,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,14.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,507,B,-76.0
10.0,16.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,17.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,18.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,19.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,20.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,21.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,22.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,23.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,24.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,507,B,126512.0
10.0,25.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True, ,126512.0
10.0,26.0,,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,27.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True, ,126512.0
10.0,28.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,29.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,30.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,31.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,32.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,33.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,34.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,35.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,Monday is sunny,7.545,True, ,126512.0
10.0,36.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,-76.0
10.0,37.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,38.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,40.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,Monday is sunny,7.545,507,B,126512.0
10.0,41.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,42.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,44.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,46.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,47.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,48.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,49.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,-76.0
10.0,50.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,507,B,126512.0
10.0,52.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,-76.0
10.0,54.0,,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,55.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,507,B,126512.0
10.0,56.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,58.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,59.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,60.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,67.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,-76.0
10.0,71.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,72.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,79.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,80.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,81.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,Monday is sunny,7.545,True,B,-76.0
10.0,82.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,83.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,Monday is sunny,7.545,True,B,126512.0
10.0,85.0,2012-02-10,,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,87.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,Monday is sunny,7.545,True,B,126512.0
10.0,90.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,91.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,,130.3849032,7.545,True,B,126512.0
10.0,92.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,507, ,
10.0,93.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,,5723.0,130.3849032,7.545,507,B,126512.0
10.0,94.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,95.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True, ,126512.0
10.0,96.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,97.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,B,126512.0
10.0,98.0,2012-02-10,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True,,126512.0
10.0,1.0,2012-02-17,54.12,3.781,20174.89,8935.08,,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,2.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,
10.0,3.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,4.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,5.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,,130.4546207,7.545,False,B,-76.0
10.0,6.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,7.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,8.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,-76.0
10.0,9.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,Monday is sunny,7.545,False,B,126512.0
10.0,10.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,Monday is sunny,7.545,False,B,126512.0
10.0,11.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,12.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,13.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,14.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,16.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False, ,126512.0
10.0,17.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,507,B,126512.0
10.0,18.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,19.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,20.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,21.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False, ,126512.0
10.0,22.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,23.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,24.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False, ,126512.0
10.0,25.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,26.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,27.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,28.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,29.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,507,B,126512.0
10.0,30.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,-76.0
10.0,31.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,Monday is sunny,7.545,False,B,126512.0
10.0,32.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,33.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,507,B,126512.0
10.0,34.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,35.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,36.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,37.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,38.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,40.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,41.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,42.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,44.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
10.0,45.0,2012-02-17,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False,B,126512.0
